microorganism;antibiotic
Salmonella Riverside;Meleumycin
Salmonella Riverside;Midecamycin
Salmonella Riverside;Miocamycin
Salmonella Riverside;Nafithromycin
Salmonella Riverside;Norvancomycin
Salmonella Riverside;Oleandomycin
Salmonella Riverside;Oritavancin
Salmonella Riverside;Pirlimycin
Salmonella Riverside;Pristinamycin
Salmonella Riverside;Quinupristin/dalfopristin
Salmonella Riverside;Ramoplanin
Salmonella Riverside;Rifampicin
Salmonella Riverside;Rokitamycin
Salmonella Riverside;Roxithromycin
Salmonella Riverside;Solithromycin
Salmonella Riverside;Spiramycin
Salmonella Riverside;Tedizolid
Salmonella Riverside;Teicoplanin
Salmonella Riverside;Telavancin
Salmonella Riverside;Telithromycin
Salmonella Riverside;Thiacetazone
Salmonella Riverside;Tildipirosin
Salmonella Riverside;Tilmicosin
Salmonella Riverside;Troleandomycin
Salmonella Riverside;Tulathromycin
Salmonella Riverside;Tylosin
Salmonella Riverside;Tylvalosin
Salmonella Riverside;Vancomycin
Salmonella Roan;Acetylmidecamycin
Salmonella Roan;Acetylspiramycin
Salmonella Roan;Avoparcin
Salmonella Roan;Azithromycin
Salmonella Roan;Benzylpenicillin
Salmonella Roan;Bleomycin
Salmonella Roan;Cadazolid
Salmonella Roan;Clarithromycin
Salmonella Roan;Clindamycin
Salmonella Roan;Cycloserine
Salmonella Roan;Dalbavancin
Salmonella Roan;Dirithromycin
Salmonella Roan;Erythromycin
Salmonella Roan;Flurithromycin
Salmonella Roan;Fusidic acid
Salmonella Roan;Gamithromycin
Salmonella Roan;Josamycin
Salmonella Roan;Kitasamycin
Salmonella Roan;Lincomycin
Salmonella Roan;Linezolid
Salmonella Roan;Meleumycin
Salmonella Roan;Midecamycin
Salmonella Roan;Miocamycin
Salmonella Roan;Nafithromycin
Salmonella Roan;Norvancomycin
Salmonella Roan;Oleandomycin
Salmonella Roan;Oritavancin
Salmonella Roan;Pirlimycin
Salmonella Roan;Pristinamycin
Salmonella Roan;Quinupristin/dalfopristin
Salmonella Roan;Ramoplanin
Salmonella Roan;Rifampicin
Salmonella Roan;Rokitamycin
Salmonella Roan;Roxithromycin
Salmonella Roan;Solithromycin
Salmonella Roan;Spiramycin
Salmonella Roan;Tedizolid
Salmonella Roan;Teicoplanin
Salmonella Roan;Telavancin
Salmonella Roan;Telithromycin
Salmonella Roan;Thiacetazone
Salmonella Roan;Tildipirosin
Salmonella Roan;Tilmicosin
Salmonella Roan;Troleandomycin
Salmonella Roan;Tulathromycin
Salmonella Roan;Tylosin
Salmonella Roan;Tylvalosin
Salmonella Roan;Vancomycin
Salmonella Rochdale;Acetylmidecamycin
Salmonella Rochdale;Acetylspiramycin
Salmonella Rochdale;Avoparcin
Salmonella Rochdale;Azithromycin
Salmonella Rochdale;Benzylpenicillin
Salmonella Rochdale;Bleomycin
Salmonella Rochdale;Cadazolid
Salmonella Rochdale;Clarithromycin
Salmonella Rochdale;Clindamycin
Salmonella Rochdale;Cycloserine
Salmonella Rochdale;Dalbavancin
Salmonella Rochdale;Dirithromycin
Salmonella Rochdale;Erythromycin
Salmonella Rochdale;Flurithromycin
Salmonella Rochdale;Fusidic acid
Salmonella Rochdale;Gamithromycin
Salmonella Rochdale;Josamycin
Salmonella Rochdale;Kitasamycin
Salmonella Rochdale;Lincomycin
Salmonella Rochdale;Linezolid
Salmonella Rochdale;Meleumycin
Salmonella Rochdale;Midecamycin
Salmonella Rochdale;Miocamycin
Salmonella Rochdale;Nafithromycin
Salmonella Rochdale;Norvancomycin
Salmonella Rochdale;Oleandomycin
Salmonella Rochdale;Oritavancin
Salmonella Rochdale;Pirlimycin
Salmonella Rochdale;Pristinamycin
Salmonella Rochdale;Quinupristin/dalfopristin
Salmonella Rochdale;Ramoplanin
Salmonella Rochdale;Rifampicin
Salmonella Rochdale;Rokitamycin
Salmonella Rochdale;Roxithromycin
Salmonella Rochdale;Solithromycin
Salmonella Rochdale;Spiramycin
Salmonella Rochdale;Tedizolid
Salmonella Rochdale;Teicoplanin
Salmonella Rochdale;Telavancin
Salmonella Rochdale;Telithromycin
Salmonella Rochdale;Thiacetazone
Salmonella Rochdale;Tildipirosin
Salmonella Rochdale;Tilmicosin
Salmonella Rochdale;Troleandomycin
Salmonella Rochdale;Tulathromycin
Salmonella Rochdale;Tylosin
Salmonella Rochdale;Tylvalosin
Salmonella Rochdale;Vancomycin
Salmonella Rogy;Acetylmidecamycin
Salmonella Rogy;Acetylspiramycin
Salmonella Rogy;Avoparcin
Salmonella Rogy;Azithromycin
Salmonella Rogy;Benzylpenicillin
Salmonella Rogy;Bleomycin
Salmonella Rogy;Cadazolid
Salmonella Rogy;Clarithromycin
Salmonella Rogy;Clindamycin
Salmonella Rogy;Cycloserine
Salmonella Rogy;Dalbavancin
Salmonella Rogy;Dirithromycin
Salmonella Rogy;Erythromycin
Salmonella Rogy;Flurithromycin
Salmonella Rogy;Fusidic acid
Salmonella Rogy;Gamithromycin
Salmonella Rogy;Josamycin
Salmonella Rogy;Kitasamycin
Salmonella Rogy;Lincomycin
Salmonella Rogy;Linezolid
Salmonella Rogy;Meleumycin
Salmonella Rogy;Midecamycin
Salmonella Rogy;Miocamycin
Salmonella Rogy;Nafithromycin
Salmonella Rogy;Norvancomycin
Salmonella Rogy;Oleandomycin
Salmonella Rogy;Oritavancin
Salmonella Rogy;Pirlimycin
Salmonella Rogy;Pristinamycin
Salmonella Rogy;Quinupristin/dalfopristin
Salmonella Rogy;Ramoplanin
Salmonella Rogy;Rifampicin
Salmonella Rogy;Rokitamycin
Salmonella Rogy;Roxithromycin
Salmonella Rogy;Solithromycin
Salmonella Rogy;Spiramycin
Salmonella Rogy;Tedizolid
Salmonella Rogy;Teicoplanin
Salmonella Rogy;Telavancin
Salmonella Rogy;Telithromycin
Salmonella Rogy;Thiacetazone
Salmonella Rogy;Tildipirosin
Salmonella Rogy;Tilmicosin
Salmonella Rogy;Troleandomycin
Salmonella Rogy;Tulathromycin
Salmonella Rogy;Tylosin
Salmonella Rogy;Tylvalosin
Salmonella Rogy;Vancomycin
Salmonella Romanby;Acetylmidecamycin
Salmonella Romanby;Acetylspiramycin
Salmonella Romanby;Avoparcin
Salmonella Romanby;Azithromycin
Salmonella Romanby;Benzylpenicillin
Salmonella Romanby;Bleomycin
Salmonella Romanby;Cadazolid
Salmonella Romanby;Clarithromycin
Salmonella Romanby;Clindamycin
Salmonella Romanby;Cycloserine
Salmonella Romanby;Dalbavancin
Salmonella Romanby;Dirithromycin
Salmonella Romanby;Erythromycin
Salmonella Romanby;Flurithromycin
Salmonella Romanby;Fusidic acid
Salmonella Romanby;Gamithromycin
Salmonella Romanby;Josamycin
Salmonella Romanby;Kitasamycin
Salmonella Romanby;Lincomycin
Salmonella Romanby;Linezolid
Salmonella Romanby;Meleumycin
Salmonella Romanby;Midecamycin
Salmonella Romanby;Miocamycin
Salmonella Romanby;Nafithromycin
Salmonella Romanby;Norvancomycin
Salmonella Romanby;Oleandomycin
Salmonella Romanby;Oritavancin
Salmonella Romanby;Pirlimycin
Salmonella Romanby;Pristinamycin
Salmonella Romanby;Quinupristin/dalfopristin
Salmonella Romanby;Ramoplanin
Salmonella Romanby;Rifampicin
Salmonella Romanby;Rokitamycin
Salmonella Romanby;Roxithromycin
Salmonella Romanby;Solithromycin
Salmonella Romanby;Spiramycin
Salmonella Romanby;Tedizolid
Salmonella Romanby;Teicoplanin
Salmonella Romanby;Telavancin
Salmonella Romanby;Telithromycin
Salmonella Romanby;Thiacetazone
Salmonella Romanby;Tildipirosin
Salmonella Romanby;Tilmicosin
Salmonella Romanby;Troleandomycin
Salmonella Romanby;Tulathromycin
Salmonella Romanby;Tylosin
Salmonella Romanby;Tylvalosin
Salmonella Romanby;Vancomycin
Salmonella Roodepoort;Acetylmidecamycin
Salmonella Roodepoort;Acetylspiramycin
Salmonella Roodepoort;Avoparcin
Salmonella Roodepoort;Azithromycin
Salmonella Roodepoort;Benzylpenicillin
Salmonella Roodepoort;Bleomycin
Salmonella Roodepoort;Cadazolid
Salmonella Roodepoort;Clarithromycin
Salmonella Roodepoort;Clindamycin
Salmonella Roodepoort;Cycloserine
Salmonella Roodepoort;Dalbavancin
Salmonella Roodepoort;Dirithromycin
Salmonella Roodepoort;Erythromycin
Salmonella Roodepoort;Flurithromycin
Salmonella Roodepoort;Fusidic acid
Salmonella Roodepoort;Gamithromycin
Salmonella Roodepoort;Josamycin
Salmonella Roodepoort;Kitasamycin
Salmonella Roodepoort;Lincomycin
Salmonella Roodepoort;Linezolid
Salmonella Roodepoort;Meleumycin
Salmonella Roodepoort;Midecamycin
Salmonella Roodepoort;Miocamycin
Salmonella Roodepoort;Nafithromycin
Salmonella Roodepoort;Norvancomycin
Salmonella Roodepoort;Oleandomycin
Salmonella Roodepoort;Oritavancin
Salmonella Roodepoort;Pirlimycin
Salmonella Roodepoort;Pristinamycin
Salmonella Roodepoort;Quinupristin/dalfopristin
Salmonella Roodepoort;Ramoplanin
Salmonella Roodepoort;Rifampicin
Salmonella Roodepoort;Rokitamycin
Salmonella Roodepoort;Roxithromycin
Salmonella Roodepoort;Solithromycin
Salmonella Roodepoort;Spiramycin
Salmonella Roodepoort;Tedizolid
Salmonella Roodepoort;Teicoplanin
Salmonella Roodepoort;Telavancin
Salmonella Roodepoort;Telithromycin
Salmonella Roodepoort;Thiacetazone
Salmonella Roodepoort;Tildipirosin
Salmonella Roodepoort;Tilmicosin
Salmonella Roodepoort;Troleandomycin
Salmonella Roodepoort;Tulathromycin
Salmonella Roodepoort;Tylosin
Salmonella Roodepoort;Tylvalosin
Salmonella Roodepoort;Vancomycin
Salmonella Rosenberg;Acetylmidecamycin
Salmonella Rosenberg;Acetylspiramycin
Salmonella Rosenberg;Avoparcin
Salmonella Rosenberg;Azithromycin
Salmonella Rosenberg;Benzylpenicillin
Salmonella Rosenberg;Bleomycin
Salmonella Rosenberg;Cadazolid
Salmonella Rosenberg;Clarithromycin
Salmonella Rosenberg;Clindamycin
Salmonella Rosenberg;Cycloserine
Salmonella Rosenberg;Dalbavancin
Salmonella Rosenberg;Dirithromycin
Salmonella Rosenberg;Erythromycin
Salmonella Rosenberg;Flurithromycin
Salmonella Rosenberg;Fusidic acid
Salmonella Rosenberg;Gamithromycin
Salmonella Rosenberg;Josamycin
Salmonella Rosenberg;Kitasamycin
Salmonella Rosenberg;Lincomycin
Salmonella Rosenberg;Linezolid
Salmonella Rosenberg;Meleumycin
Salmonella Rosenberg;Midecamycin
Salmonella Rosenberg;Miocamycin
Salmonella Rosenberg;Nafithromycin
Salmonella Rosenberg;Norvancomycin
Salmonella Rosenberg;Oleandomycin
Salmonella Rosenberg;Oritavancin
Salmonella Rosenberg;Pirlimycin
Salmonella Rosenberg;Pristinamycin
Salmonella Rosenberg;Quinupristin/dalfopristin
Salmonella Rosenberg;Ramoplanin
Salmonella Rosenberg;Rifampicin
Salmonella Rosenberg;Rokitamycin
Salmonella Rosenberg;Roxithromycin
Salmonella Rosenberg;Solithromycin
Salmonella Rosenberg;Spiramycin
Salmonella Rosenberg;Tedizolid
Salmonella Rosenberg;Teicoplanin
Salmonella Rosenberg;Telavancin
Salmonella Rosenberg;Telithromycin
Salmonella Rosenberg;Thiacetazone
Salmonella Rosenberg;Tildipirosin
Salmonella Rosenberg;Tilmicosin
Salmonella Rosenberg;Troleandomycin
Salmonella Rosenberg;Tulathromycin
Salmonella Rosenberg;Tylosin
Salmonella Rosenberg;Tylvalosin
Salmonella Rosenberg;Vancomycin
Salmonella Rossleben;Acetylmidecamycin
Salmonella Rossleben;Acetylspiramycin
Salmonella Rossleben;Avoparcin
Salmonella Rossleben;Azithromycin
Salmonella Rossleben;Benzylpenicillin
Salmonella Rossleben;Bleomycin
Salmonella Rossleben;Cadazolid
Salmonella Rossleben;Clarithromycin
Salmonella Rossleben;Clindamycin
Salmonella Rossleben;Cycloserine
Salmonella Rossleben;Dalbavancin
Salmonella Rossleben;Dirithromycin
Salmonella Rossleben;Erythromycin
Salmonella Rossleben;Flurithromycin
Salmonella Rossleben;Fusidic acid
Salmonella Rossleben;Gamithromycin
Salmonella Rossleben;Josamycin
Salmonella Rossleben;Kitasamycin
Salmonella Rossleben;Lincomycin
Salmonella Rossleben;Linezolid
Salmonella Rossleben;Meleumycin
Salmonella Rossleben;Midecamycin
Salmonella Rossleben;Miocamycin
Salmonella Rossleben;Nafithromycin
Salmonella Rossleben;Norvancomycin
Salmonella Rossleben;Oleandomycin
Salmonella Rossleben;Oritavancin
Salmonella Rossleben;Pirlimycin
Salmonella Rossleben;Pristinamycin
Salmonella Rossleben;Quinupristin/dalfopristin
Salmonella Rossleben;Ramoplanin
Salmonella Rossleben;Rifampicin
Salmonella Rossleben;Rokitamycin
Salmonella Rossleben;Roxithromycin
Salmonella Rossleben;Solithromycin
Salmonella Rossleben;Spiramycin
Salmonella Rossleben;Tedizolid
Salmonella Rossleben;Teicoplanin
Salmonella Rossleben;Telavancin
Salmonella Rossleben;Telithromycin
Salmonella Rossleben;Thiacetazone
Salmonella Rossleben;Tildipirosin
Salmonella Rossleben;Tilmicosin
Salmonella Rossleben;Troleandomycin
Salmonella Rossleben;Tulathromycin
Salmonella Rossleben;Tylosin
Salmonella Rossleben;Tylvalosin
Salmonella Rossleben;Vancomycin
Salmonella Rostock;Acetylmidecamycin
Salmonella Rostock;Acetylspiramycin
Salmonella Rostock;Avoparcin
Salmonella Rostock;Azithromycin
Salmonella Rostock;Benzylpenicillin
Salmonella Rostock;Bleomycin
Salmonella Rostock;Cadazolid
Salmonella Rostock;Clarithromycin
Salmonella Rostock;Clindamycin
Salmonella Rostock;Cycloserine
Salmonella Rostock;Dalbavancin
Salmonella Rostock;Dirithromycin
Salmonella Rostock;Erythromycin
Salmonella Rostock;Flurithromycin
Salmonella Rostock;Fusidic acid
Salmonella Rostock;Gamithromycin
Salmonella Rostock;Josamycin
Salmonella Rostock;Kitasamycin
Salmonella Rostock;Lincomycin
Salmonella Rostock;Linezolid
Salmonella Rostock;Meleumycin
Salmonella Rostock;Midecamycin
Salmonella Rostock;Miocamycin
Salmonella Rostock;Nafithromycin
Salmonella Rostock;Norvancomycin
Salmonella Rostock;Oleandomycin
Salmonella Rostock;Oritavancin
Salmonella Rostock;Pirlimycin
Salmonella Rostock;Pristinamycin
Salmonella Rostock;Quinupristin/dalfopristin
Salmonella Rostock;Ramoplanin
Salmonella Rostock;Rifampicin
Salmonella Rostock;Rokitamycin
Salmonella Rostock;Roxithromycin
Salmonella Rostock;Solithromycin
Salmonella Rostock;Spiramycin
Salmonella Rostock;Tedizolid
Salmonella Rostock;Teicoplanin
Salmonella Rostock;Telavancin
Salmonella Rostock;Telithromycin
Salmonella Rostock;Thiacetazone
Salmonella Rostock;Tildipirosin
Salmonella Rostock;Tilmicosin
Salmonella Rostock;Troleandomycin
Salmonella Rostock;Tulathromycin
Salmonella Rostock;Tylosin
Salmonella Rostock;Tylvalosin
Salmonella Rostock;Vancomycin
Salmonella Rothenburgsort;Acetylmidecamycin
Salmonella Rothenburgsort;Acetylspiramycin
Salmonella Rothenburgsort;Avoparcin
Salmonella Rothenburgsort;Azithromycin
Salmonella Rothenburgsort;Benzylpenicillin
Salmonella Rothenburgsort;Bleomycin
Salmonella Rothenburgsort;Cadazolid
Salmonella Rothenburgsort;Clarithromycin
Salmonella Rothenburgsort;Clindamycin
Salmonella Rothenburgsort;Cycloserine
Salmonella Rothenburgsort;Dalbavancin
Salmonella Rothenburgsort;Dirithromycin
Salmonella Rothenburgsort;Erythromycin
Salmonella Rothenburgsort;Flurithromycin
Salmonella Rothenburgsort;Fusidic acid
Salmonella Rothenburgsort;Gamithromycin
Salmonella Rothenburgsort;Josamycin
Salmonella Rothenburgsort;Kitasamycin
Salmonella Rothenburgsort;Lincomycin
Salmonella Rothenburgsort;Linezolid
Salmonella Rothenburgsort;Meleumycin
Salmonella Rothenburgsort;Midecamycin
Salmonella Rothenburgsort;Miocamycin
Salmonella Rothenburgsort;Nafithromycin
Salmonella Rothenburgsort;Norvancomycin
Salmonella Rothenburgsort;Oleandomycin
Salmonella Rothenburgsort;Oritavancin
Salmonella Rothenburgsort;Pirlimycin
Salmonella Rothenburgsort;Pristinamycin
Salmonella Rothenburgsort;Quinupristin/dalfopristin
Salmonella Rothenburgsort;Ramoplanin
Salmonella Rothenburgsort;Rifampicin
Salmonella Rothenburgsort;Rokitamycin
Salmonella Rothenburgsort;Roxithromycin
Salmonella Rothenburgsort;Solithromycin
Salmonella Rothenburgsort;Spiramycin
Salmonella Rothenburgsort;Tedizolid
Salmonella Rothenburgsort;Teicoplanin
Salmonella Rothenburgsort;Telavancin
Salmonella Rothenburgsort;Telithromycin
Salmonella Rothenburgsort;Thiacetazone
Salmonella Rothenburgsort;Tildipirosin
Salmonella Rothenburgsort;Tilmicosin
Salmonella Rothenburgsort;Troleandomycin
Salmonella Rothenburgsort;Tulathromycin
Salmonella Rothenburgsort;Tylosin
Salmonella Rothenburgsort;Tylvalosin
Salmonella Rothenburgsort;Vancomycin
Salmonella Rottnest;Acetylmidecamycin
Salmonella Rottnest;Acetylspiramycin
Salmonella Rottnest;Avoparcin
Salmonella Rottnest;Azithromycin
Salmonella Rottnest;Benzylpenicillin
Salmonella Rottnest;Bleomycin
Salmonella Rottnest;Cadazolid
Salmonella Rottnest;Clarithromycin
Salmonella Rottnest;Clindamycin
Salmonella Rottnest;Cycloserine
Salmonella Rottnest;Dalbavancin
Salmonella Rottnest;Dirithromycin
Salmonella Rottnest;Erythromycin
Salmonella Rottnest;Flurithromycin
Salmonella Rottnest;Fusidic acid
Salmonella Rottnest;Gamithromycin
Salmonella Rottnest;Josamycin
Salmonella Rottnest;Kitasamycin
Salmonella Rottnest;Lincomycin
Salmonella Rottnest;Linezolid
Salmonella Rottnest;Meleumycin
Salmonella Rottnest;Midecamycin
Salmonella Rottnest;Miocamycin
Salmonella Rottnest;Nafithromycin
Salmonella Rottnest;Norvancomycin
Salmonella Rottnest;Oleandomycin
Salmonella Rottnest;Oritavancin
Salmonella Rottnest;Pirlimycin
Salmonella Rottnest;Pristinamycin
Salmonella Rottnest;Quinupristin/dalfopristin
Salmonella Rottnest;Ramoplanin
Salmonella Rottnest;Rifampicin
Salmonella Rottnest;Rokitamycin
Salmonella Rottnest;Roxithromycin
Salmonella Rottnest;Solithromycin
Salmonella Rottnest;Spiramycin
Salmonella Rottnest;Tedizolid
Salmonella Rottnest;Teicoplanin
Salmonella Rottnest;Telavancin
Salmonella Rottnest;Telithromycin
Salmonella Rottnest;Thiacetazone
Salmonella Rottnest;Tildipirosin
Salmonella Rottnest;Tilmicosin
Salmonella Rottnest;Troleandomycin
Salmonella Rottnest;Tulathromycin
Salmonella Rottnest;Tylosin
Salmonella Rottnest;Tylvalosin
Salmonella Rottnest;Vancomycin
Salmonella Rovaniemi;Acetylmidecamycin
Salmonella Rovaniemi;Acetylspiramycin
Salmonella Rovaniemi;Avoparcin
Salmonella Rovaniemi;Azithromycin
Salmonella Rovaniemi;Benzylpenicillin
Salmonella Rovaniemi;Bleomycin
Salmonella Rovaniemi;Cadazolid
Salmonella Rovaniemi;Clarithromycin
Salmonella Rovaniemi;Clindamycin
Salmonella Rovaniemi;Cycloserine
Salmonella Rovaniemi;Dalbavancin
Salmonella Rovaniemi;Dirithromycin
Salmonella Rovaniemi;Erythromycin
Salmonella Rovaniemi;Flurithromycin
Salmonella Rovaniemi;Fusidic acid
Salmonella Rovaniemi;Gamithromycin
Salmonella Rovaniemi;Josamycin
Salmonella Rovaniemi;Kitasamycin
Salmonella Rovaniemi;Lincomycin
Salmonella Rovaniemi;Linezolid
Salmonella Rovaniemi;Meleumycin
Salmonella Rovaniemi;Midecamycin
Salmonella Rovaniemi;Miocamycin
Salmonella Rovaniemi;Nafithromycin
Salmonella Rovaniemi;Norvancomycin
Salmonella Rovaniemi;Oleandomycin
Salmonella Rovaniemi;Oritavancin
Salmonella Rovaniemi;Pirlimycin
Salmonella Rovaniemi;Pristinamycin
Salmonella Rovaniemi;Quinupristin/dalfopristin
Salmonella Rovaniemi;Ramoplanin
Salmonella Rovaniemi;Rifampicin
Salmonella Rovaniemi;Rokitamycin
Salmonella Rovaniemi;Roxithromycin
Salmonella Rovaniemi;Solithromycin
Salmonella Rovaniemi;Spiramycin
Salmonella Rovaniemi;Tedizolid
Salmonella Rovaniemi;Teicoplanin
Salmonella Rovaniemi;Telavancin
Salmonella Rovaniemi;Telithromycin
Salmonella Rovaniemi;Thiacetazone
Salmonella Rovaniemi;Tildipirosin
Salmonella Rovaniemi;Tilmicosin
Salmonella Rovaniemi;Troleandomycin
Salmonella Rovaniemi;Tulathromycin
Salmonella Rovaniemi;Tylosin
Salmonella Rovaniemi;Tylvalosin
Salmonella Rovaniemi;Vancomycin
Salmonella Royan;Acetylmidecamycin
Salmonella Royan;Acetylspiramycin
Salmonella Royan;Avoparcin
Salmonella Royan;Azithromycin
Salmonella Royan;Benzylpenicillin
Salmonella Royan;Bleomycin
Salmonella Royan;Cadazolid
Salmonella Royan;Clarithromycin
Salmonella Royan;Clindamycin
Salmonella Royan;Cycloserine
Salmonella Royan;Dalbavancin
Salmonella Royan;Dirithromycin
Salmonella Royan;Erythromycin
Salmonella Royan;Flurithromycin
Salmonella Royan;Fusidic acid
Salmonella Royan;Gamithromycin
Salmonella Royan;Josamycin
Salmonella Royan;Kitasamycin
Salmonella Royan;Lincomycin
Salmonella Royan;Linezolid
Salmonella Royan;Meleumycin
Salmonella Royan;Midecamycin
Salmonella Royan;Miocamycin
Salmonella Royan;Nafithromycin
Salmonella Royan;Norvancomycin
Salmonella Royan;Oleandomycin
Salmonella Royan;Oritavancin
Salmonella Royan;Pirlimycin
Salmonella Royan;Pristinamycin
Salmonella Royan;Quinupristin/dalfopristin
Salmonella Royan;Ramoplanin
Salmonella Royan;Rifampicin
Salmonella Royan;Rokitamycin
Salmonella Royan;Roxithromycin
Salmonella Royan;Solithromycin
Salmonella Royan;Spiramycin
Salmonella Royan;Tedizolid
Salmonella Royan;Teicoplanin
Salmonella Royan;Telavancin
Salmonella Royan;Telithromycin
Salmonella Royan;Thiacetazone
Salmonella Royan;Tildipirosin
Salmonella Royan;Tilmicosin
Salmonella Royan;Troleandomycin
Salmonella Royan;Tulathromycin
Salmonella Royan;Tylosin
Salmonella Royan;Tylvalosin
Salmonella Royan;Vancomycin
Salmonella Ruanda;Acetylmidecamycin
Salmonella Ruanda;Acetylspiramycin
Salmonella Ruanda;Avoparcin
Salmonella Ruanda;Azithromycin
Salmonella Ruanda;Benzylpenicillin
Salmonella Ruanda;Bleomycin
Salmonella Ruanda;Cadazolid
Salmonella Ruanda;Clarithromycin
Salmonella Ruanda;Clindamycin
Salmonella Ruanda;Cycloserine
Salmonella Ruanda;Dalbavancin
Salmonella Ruanda;Dirithromycin
Salmonella Ruanda;Erythromycin
Salmonella Ruanda;Flurithromycin
Salmonella Ruanda;Fusidic acid
Salmonella Ruanda;Gamithromycin
Salmonella Ruanda;Josamycin
Salmonella Ruanda;Kitasamycin
Salmonella Ruanda;Lincomycin
Salmonella Ruanda;Linezolid
Salmonella Ruanda;Meleumycin
Salmonella Ruanda;Midecamycin
Salmonella Ruanda;Miocamycin
Salmonella Ruanda;Nafithromycin
Salmonella Ruanda;Norvancomycin
Salmonella Ruanda;Oleandomycin
Salmonella Ruanda;Oritavancin
Salmonella Ruanda;Pirlimycin
Salmonella Ruanda;Pristinamycin
Salmonella Ruanda;Quinupristin/dalfopristin
Salmonella Ruanda;Ramoplanin
Salmonella Ruanda;Rifampicin
Salmonella Ruanda;Rokitamycin
Salmonella Ruanda;Roxithromycin
Salmonella Ruanda;Solithromycin
Salmonella Ruanda;Spiramycin
Salmonella Ruanda;Tedizolid
Salmonella Ruanda;Teicoplanin
Salmonella Ruanda;Telavancin
Salmonella Ruanda;Telithromycin
Salmonella Ruanda;Thiacetazone
Salmonella Ruanda;Tildipirosin
Salmonella Ruanda;Tilmicosin
Salmonella Ruanda;Troleandomycin
Salmonella Ruanda;Tulathromycin
Salmonella Ruanda;Tylosin
Salmonella Ruanda;Tylvalosin
Salmonella Ruanda;Vancomycin
Salmonella Rubislaw;Acetylmidecamycin
Salmonella Rubislaw;Acetylspiramycin
Salmonella Rubislaw;Avoparcin
Salmonella Rubislaw;Azithromycin
Salmonella Rubislaw;Benzylpenicillin
Salmonella Rubislaw;Bleomycin
Salmonella Rubislaw;Cadazolid
Salmonella Rubislaw;Clarithromycin
Salmonella Rubislaw;Clindamycin
Salmonella Rubislaw;Cycloserine
Salmonella Rubislaw;Dalbavancin
Salmonella Rubislaw;Dirithromycin
Salmonella Rubislaw;Erythromycin
Salmonella Rubislaw;Flurithromycin
Salmonella Rubislaw;Fusidic acid
Salmonella Rubislaw;Gamithromycin
Salmonella Rubislaw;Josamycin
Salmonella Rubislaw;Kitasamycin
Salmonella Rubislaw;Lincomycin
Salmonella Rubislaw;Linezolid
Salmonella Rubislaw;Meleumycin
Salmonella Rubislaw;Midecamycin
Salmonella Rubislaw;Miocamycin
Salmonella Rubislaw;Nafithromycin
Salmonella Rubislaw;Norvancomycin
Salmonella Rubislaw;Oleandomycin
Salmonella Rubislaw;Oritavancin
Salmonella Rubislaw;Pirlimycin
Salmonella Rubislaw;Pristinamycin
Salmonella Rubislaw;Quinupristin/dalfopristin
Salmonella Rubislaw;Ramoplanin
Salmonella Rubislaw;Rifampicin
Salmonella Rubislaw;Rokitamycin
Salmonella Rubislaw;Roxithromycin
Salmonella Rubislaw;Solithromycin
Salmonella Rubislaw;Spiramycin
Salmonella Rubislaw;Tedizolid
Salmonella Rubislaw;Teicoplanin
Salmonella Rubislaw;Telavancin
Salmonella Rubislaw;Telithromycin
Salmonella Rubislaw;Thiacetazone
Salmonella Rubislaw;Tildipirosin
Salmonella Rubislaw;Tilmicosin
Salmonella Rubislaw;Troleandomycin
Salmonella Rubislaw;Tulathromycin
Salmonella Rubislaw;Tylosin
Salmonella Rubislaw;Tylvalosin
Salmonella Rubislaw;Vancomycin
Salmonella Ruiru;Acetylmidecamycin
Salmonella Ruiru;Acetylspiramycin
Salmonella Ruiru;Avoparcin
Salmonella Ruiru;Azithromycin
Salmonella Ruiru;Benzylpenicillin
Salmonella Ruiru;Bleomycin
Salmonella Ruiru;Cadazolid
Salmonella Ruiru;Clarithromycin
Salmonella Ruiru;Clindamycin
Salmonella Ruiru;Cycloserine
Salmonella Ruiru;Dalbavancin
Salmonella Ruiru;Dirithromycin
Salmonella Ruiru;Erythromycin
Salmonella Ruiru;Flurithromycin
Salmonella Ruiru;Fusidic acid
Salmonella Ruiru;Gamithromycin
Salmonella Ruiru;Josamycin
Salmonella Ruiru;Kitasamycin
Salmonella Ruiru;Lincomycin
Salmonella Ruiru;Linezolid
Salmonella Ruiru;Meleumycin
Salmonella Ruiru;Midecamycin
Salmonella Ruiru;Miocamycin
Salmonella Ruiru;Nafithromycin
Salmonella Ruiru;Norvancomycin
Salmonella Ruiru;Oleandomycin
Salmonella Ruiru;Oritavancin
Salmonella Ruiru;Pirlimycin
Salmonella Ruiru;Pristinamycin
Salmonella Ruiru;Quinupristin/dalfopristin
Salmonella Ruiru;Ramoplanin
Salmonella Ruiru;Rifampicin
Salmonella Ruiru;Rokitamycin
Salmonella Ruiru;Roxithromycin
Salmonella Ruiru;Solithromycin
Salmonella Ruiru;Spiramycin
Salmonella Ruiru;Tedizolid
Salmonella Ruiru;Teicoplanin
Salmonella Ruiru;Telavancin
Salmonella Ruiru;Telithromycin
Salmonella Ruiru;Thiacetazone
Salmonella Ruiru;Tildipirosin
Salmonella Ruiru;Tilmicosin
Salmonella Ruiru;Troleandomycin
Salmonella Ruiru;Tulathromycin
